I_trMrho_e,I_sign_e
0.0269551,0.00636497
0.0123884,0.000522296
0.0117606,0.00156669
0.00429208,0.00248385
0.00346241,4.56905e-05
0.0114326,8.91682e-05
0.011111,0.00106915
0.0375929,0.00828953
0.00415492,0
0.00827243,0.00030681
0.00861158,-3.35831e-16
0.0013587,0.000512486
0.000700882,4.99132e-06
0.00897829,0
0.00154254,0.000742267
0.0230162,0.00444547
0.00305444,0.000644385
0.00157322,0.000104212
0.00710427,0.00116959
0.000890262,9.15763e-08
0.0242699,0.00445851
0.0213745,0.00541065
0.0119301,0.000807059
0.00721717,7.3891e-05
0.006812,0.001093
0.000824936,0.000131138
0.00631603,0.000714996
0.0124871,0.000205449
0.0145798,5.22782e-05
0.00499801,1.165e-05
0.0275537,0.00701473
0.0025604,3.16276e-07
0.00740855,3.02808e-05
0.00210456,0.000223037
0.00259585,1.1175e-06
0.00321317,1.46724e-06
0.00257322,0.000839091
0.00558952,0.00281706
0.00172624,0
0.00911273,3.20343e-16
0.00564627,0.000160344
0.0121732,0.000128619
0.00887822,0.00339043
0.00264801,1.7579e-05
0.00850915,2.93449e-06
0.00177131,0.000156539
0.00249237,3.42531e-05
0.0139835,0.00319066
0.00743364,6.21835e-06
0.00239538,0.00082554
0.00436024,0.000877847
0.00267907,0.000404318
0.0102794,7.76751e-05
0.0111212,4.40176e-06
0.00468771,0.00173424
0.00188997,0.000152675
0.0125479,0.00642678
0.00854013,3.81532e-05
0.0071854,9.72214e-05
0.00186999,0.000243944
0.0181805,0.00160357
0.00519904,3.20343e-16
0.00080545,3.79496e-06
0.00575361,0.00185341
0.00433018,0.00103036
0.00491979,0.000350804
0.0104443,0.00265023
0.0151459,0.00149472
0.00334456,0.000206556
0.00430027,0.00171287
0.0272509,0.00530994
0.00743117,0.00343203
0.00809419,0.000740215
0.00202002,0.000887592
0.0250121,0.000919218
0.00483962,5.01516e-05
0.00641667,0.00242397
0.00099493,7.0501e-06
0.00143831,1.37114e-06
0.0204487,0.00431136
0.0150394,0
0.00601204,5.89789e-05
0.00126413,2.15407e-05
0.00187654,1.38146e-05
0.0111502,0.00259179
0.00169682,0.000565346
0.0436907,0.0012216
0.000608949,7.86986e-05
0.00393503,0.000124719
0.00346155,0.00112609
0.0114231,0.00185414
0.00156172,4.77669e-06
0.00390641,5.47098e-05
0.00921662,5.87015e-05
0.00295796,0.000119125
0.0133343,6.35506e-06
0.00552572,6.42962e-06
0.00502153,0.000924728
0.00155353,0.000890251
0.0027082,1.76079e-05
0.0130649,0.00212758
0.00479362,1.46724e-06
0.0119058,1.80167e-05
0.00761871,0.000157553
0.000501929,0.000235745
0.00135155,0.000140479
0.00745264,0.00012829
0.0077316,3.20343e-16
0.00206576,0.000276831
0.00453163,1.36978e-05
0.0047484,0.00292841
0.0011289,2.93955e-06
0.00559293,5.87015e-05
0.0247846,0.00726373
0.00343742,1.46724e-06
0.0166548,7.33634e-06
0.0388991,0.00100426
0.0120831,0.000920113
0.00971607,2.33049e-05
0.00498451,0.000286538
0.00565012,0
0.00742424,0.000254181
0.016584,0.00235515
0.00543392,0.000136416
0.0110715,0.000131714
0.00161042,0.000281545
0.00961727,0.00194884
0.0104458,0.000178733
0.00381401,0.000207284
0.00560621,0.000468685
0.0131875,0.000326762
0.00489116,0.000134675
0.0200914,0.00414143
0.00179332,0.000167582
0.0018739,3.20343e-16
0.00179878,6.55285e-08
0.00600224,0
0.0163603,0.00243532
0.0117657,3.96208e-05
0.00590722,6.21804e-07
0.00541868,2.21055e-06
0.0333181,0.000731127
0.00168942,9.49965e-07
0.00514539,3.20343e-16
0.0549872,0.00662743
0.00118656,0.000189223
0.00763244,7.33634e-06
0.00165807,0.000609001
0.0159283,0.000355129
0.000965119,0.00032169
0.013251,0
0.00620469,8.96857e-05
0.0088565,0.0019856
0.00713147,0.00222785
0.00323777,4.80543e-05
0.00353239,0.00164092
0.000773106,1.27762e-05
0.00165418,0
0.00573837,0.00204867
0.00356694,0.000361083
0.00916229,0.00146167
0.00469547,0.00130938
0.0251661,0.000124961
0.00608187,0.000276112
0.00600434,0.000860181
0.00661648,3.45835e-08
0.00277306,0.00063997
0.00728602,8.65934e-05
0.0179399,0.00332754
0.00602333,0.002448
0.0107505,5.27982e-05
0.0120069,7.54541e-05
0.00357695,0.00148843
0.00180051,0.000172395
0.00281773,4.20604e-05
0.0176215,1.46724e-06
0.0305091,0.00213187
0.00240865,0.000245201
0.00911894,0.000495473
0.0172541,0.00796844
0.00514933,1.05618e-05
0.00122425,0.000226791
0.00534664,0.000106187
0.000909651,7.24595e-05
0.000888231,0.000110046
0.00174814,0.000568602
0.00182892,0.000820975
0.00213477,0.000221045
0.00178545,0.000124769
0.00566092,0.00298038
0.000190984,0
0.00784121,0.00238776
0.00961151,1.13635e-07
0.0611375,0.0026935
0.0174851,0.00177927
0.00272639,9.70726e-05
0.00853825,0.000128344
0.00282461,0.000615201
0.00150342,0.000114721
0.00432664,6.22365e-06
0.00544722,0.00117164
0.00240799,0.000209106
0.000682097,0.000145612
0.000369129,6.62519e-05
0.00549291,0.000427776
0.00320406,0.000117889
0.000272508,3.02553e-05
0.00326151,5.82796e-06
0.00640438,0.00138214
0.0104077,0.00138719
0.0109178,0.00125571
0.00807123,0.000455423
0.00710141,0.000553528
0.0119032,5.72337e-05
0.00151066,7.3406e-07
0.0235277,0.00985765
0.00480337,0.000785
0.0034435,3.22106e-06
0.00528932,4.90188e-05
0.00179446,0
0.00601454,0.000867522
0.00659552,-3.35831e-16
0.000577268,8.98708e-05
0.000699482,0.000251813
0.00465912,6.03356e-07
0.017879,0.000700299
0.00390057,0.000876193
0.0115321,0.00247171
0.00359756,1.25685e-05
0.0046289,0.00105355
0.00559132,0.000618618
0.0196514,0.00486889
0.0136502,0.00176969
0.00614936,0.000520385
0.00315631,0
0.00124235,3.2037e-05
0.00108589,3.03473e-05
0.00502402,0.000766139
0.00841017,0.0015286
0.00327195,0.000290091
0.00380523,0.00101998
0.00237729,4.85539e-05
0.0392263,1.61405e-05
0.0188661,0.000106195
0.0335163,0.00420617
0.00381802,1.3861e-05
0.00726814,0.0015336
0.00399164,0.00239944
0.0054067,0.000646959
0.00277939,0.000711919
0.00315941,0.00133974
0.0190394,0.00342514
0.0104653,2.9709e-06
0.000674607,2.33384e-05
0.0039536,0.000174094
0.0118669,0.00169378
0.00244491,4.89716e-05
0.0123706,2.90277e-05
0.0304769,0.00260741
0.00334536,0.000494886
0.00785422,0.00179582
0.0275374,0.000412209
0.00351893,0.000118382
0.00857751,0.000275987
0.00172874,3.20343e-16
0.00749341,0.00108326
0.0049257,0.00307214
0.00299788,0.00121105
0.00174028,3.23598e-05
0.0131373,2.09918e-06
0.00539071,2.29313e-05
0.0251196,0.000929291
0.0254555,0.00839398
0.00870483,3.12207e-05
0.00124838,0.000155178
0.00235971,0.000174028
0.00810597,0
0.0193296,0.00480535
0.0136783,0.00241122
0.00241641,4.14681e-07
0.0213853,9.83862e-05
0.00942074,2.88362e-05
0.000996884,1.35129e-05
0.021188,0.000183705
0.000982627,0.000183481
0.00225727,2.2112e-06
0.022785,0.00385374
0.00465519,5.47235e-05
0.0020645,0
0.00220954,0.000956969
0.0152211,0.000428405
0.0100335,0.00215622
0.00146778,9.1679e-05
0.000487229,3.64366e-05
0.00130416,3.28692e-06
0.00121067,0.000119366
0.00532617,0
0.00643564,0.000311741
0.00536676,0.00115466
0.0113681,0.000600498
0.0162995,3.20343e-16
0.00174264,0.000210379
0.000286676,1.40021e-05
0.000634948,7.51614e-05
0.00258506,0.00110077
0.0155154,0.00328944
0.00153064,0.000383104
0.0146686,0.0083305
0.00475118,0.000251544
0.00619505,0.00226042
0.0387885,0.000147972
0.00299594,3.20343e-16
0.00561118,1.32057e-05
0.000974563,3.99302e-05
0.0242291,0.00239989
0.00873079,0
0.00327008,0.000394229
0.00556084,0.000703973
0.00219826,2.79469e-05
0.0288648,4.40176e-06
0.0106788,2.49451e-05
0.0119975,0.000222928
0.00254052,0.000519817
0.00435125,1.02815e-05
0.0447868,0.0106301
0.0234089,0.00364
0.00128228,2.94751e-05
0.0126971,1.39072e-05
0.0163335,0.0002138
0.0129052,0.00191464
0.00607346,9.75193e-05
0.00120262,3.20343e-16
0.0235935,0.00175652
0.00862282,8.52263e-05
0.0167043,0.000947406
0.00352694,1.57008e-06
0.00336862,0.0001082
0.0198581,0.00236206
0.00492178,1.0475e-05
0.00159228,0.000935983
0.00330642,0.00106206
0.00793999,0.00432387
0.00286481,0.000446095
0.000592922,4.92432e-05
0.00384347,1.12174e-07
0.0122467,1.6141e-07
0.000957679,0.00012382
0.00734549,1.41043e-05
0.00427508,0
0.00282419,0.00092229
0.00304215,0.000167307
0.0236843,0.0060622
0.0454072,0.0101549
0.00233779,0.000713274
0.0539653,0.00218412
0.00142096,7.43496e-05
0.00129187,0.000517601
0.0100762,0.00280469
0.00295928,5.77779e-05
0.000952888,0
0.000715863,2.26613e-05
0.00301681,0.00106862
0.0264037,0.00962343
0.00152098,0.000286684
0.00157819,7.408e-05
0.00439532,1.13241e-05
0.0148949,0.000349908
0.00397233,0.000271646
0.0284107,0.00710783
0.00638359,0.000239873
0.00138231,8.76762e-05
0.0311343,8.76565e-07
0.002041,0.000567642
0.00132306,8.82279e-05
0.000859991,6.17771e-06
0.00395577,0.000817362
0.00299255,0.000225899
0.00726651,0.000778906
0.0277958,1.46724e-06
0.00260401,5.94344e-06
0.00250851,0
0.00966171,3.20343e-16
0.00139326,0.000434997
0.00327021,0.000866167
0.0130844,0.00511555
0.0252919,0.000179117
0.00317579,7.39203e-05
0.0155825,0.000351737
0.00129477,5.24962e-07
0.00100647,0.000111579
0.00277511,0.00187436
0.00217317,0.000260352
0.00354514,9.50249e-06
0.00143957,9.30492e-05
0.00302673,0.00045929
0.00336175,0
0.00664322,2.93449e-06
0.00541495,0.000643813
0.00208188,0.000518294
0.00325374,7.44458e-05
0.0104272,4.48541e-07
0.00156549,0.000213785
0.00448291,0.00237016
0.0013335,3.97567e-05
0.0107903,0.00107018
0.00399123,1.32812e-05
0.00078887,0.000114518
0.031029,0.000138812
0.022296,0.00017024
0.00859691,0.00177087
0.00705119,2.34776e-05
0.0107114,7.93551e-05
0.0152296,0.00393924
0.0433136,0.0101572
0.00102791,1.51982e-06
0.0041683,3.20343e-16
0.00260751,3.55458e-05
0.00192175,0.00081982
0.0053551,2.41033e-05
0.00101007,0.000232646
0.0226861,5.57659e-05
0.018755,0.000443654
0.00893951,1.46212e-05
0.00241685,0.000577753
0.00353208,0.000994724
0.00918769,0.00131037
0.0109685,3.05015e-05
0.00075817,1.0271e-05
0.00263485,0.000210359
0.00565153,0.00159705
0.00066317,2.15346e-05
0.00305405,0.000205641
0.0046801,0.00169817
0.0280397,0.00199929
0.00609144,0.00220774
0.0262765,0.000268762
0.0109431,0.000724229
0.0149963,0.000101276
0.0055463,4.48541e-07
0.00420081,0.00222649
0.0195512,0.00379654
0.00254586,0.000566304
0.00700822,2.93449e-06
0.000831522,0.000328086
0.000774421,0.000205761
0.0013699,6.58852e-05
0.00446415,0.000998659
0.0023339,-3.35831e-16
0.0155526,0.000310374
0.00328402,0.000346798
0.00112276,2.24337e-06
0.0120117,0.00256985
0.00370614,2.20102e-05
0.0080611,0.00146071
0.00319956,3.20343e-16
0.00967298,0.00353149
0.0144317,0.00123055
0.00452168,5.71266e-05
0.00782991,0.00202008
0.000595553,3.54973e-06
0.0113799,0.000556735
0.000854863,8.27969e-06
0.00457834,4.57651e-05
0.00220284,0.00074548
0.00218339,0.000252605
0.0121017,0.00232774
0.000507025,1.42221e-05
0.0016423,8.31847e-05
0.0241587,0.00170585
0.00210899,0.000448031
0.00263311,4.02018e-07
0.0013746,2.73698e-05
0.00604639,1.71258e-05
0.00115475,9.04446e-07
0.00441886,9.03139e-05
0.00651747,0.00269698
0.000662725,0.000112558
0.00284758,6.89347e-06
0.0155661,0
0.000495662,0.00010282
0.0235949,0.000492235
0.0239203,0.000493605
0.00498605,5.57659e-05
0.0077029,0.00104004
0.00240796,0.000269955
0.0010292,5.40184e-05
0.00154285,9.50563e-07
0.00076203,3.83742e-05
0.0137625,0.00108862
0.00226431,3.20343e-16
0.00147052,0.000339291
0.00315566,0.000207638
0.0073662,4.40176e-06
0.00222458,1.46731e-05
0.00617007,0.000540021
0.00693156,0.000146602
0.00796254,4.30714e-05
0.00409453,0.000122444
0.001844,6.33404e-05
0.000714557,0.000212824
0.000710153,0.000132816
0.0528895,0.00356366
0.00285356,0.000178879
0.00596065,0.000485253
0.00111898,0
0.00191956,0.000598379
0.00563037,4.62199e-06
0.0392327,5.57659e-05
0.000652589,2.60126e-05
0.0234355,0.00141518
0.0194295,0.000105445
0.0020402,0.000431884
0.0233018,0.00558714
0.00612621,0.000520741
0.0369214,0.00438622
0.00134481,2.64259e-05
0.00606004,0.00100388
0.0330106,0.00752742
0.00717792,1.72691e-06
0.0250248,0.000296958
0.00187408,0.00014262
0.0105214,0.000320584
0.018734,0.000394613
0.00870689,0.000307116
0.00188413,5.46878e-05
0.00110234,7.96398e-07
0.00570455,0.000379781
0.0126343,0.00028086
0.00126983,0.000313798
0.00408426,0.000215013
0.00128658,3.88768e-08
0.0181266,0.00521337
0.00194135,3.20343e-16
0.00194574,0.000202306
0.00180218,0.000235913
0.00660695,0.000757392
0.0107488,0.000108403
0.00982217,0
0.00404095,0.00014938
0.00768249,0.00014538
0.0058971,7.33634e-06
0.00279248,2.41383e-06
0.00543723,0.000338962
0.00194872,3.72391e-09
0.000895101,4.95108e-05
0.000725556,3.75592e-06
0.00181316,0.000202036
0.00273087,0.00107975
0.0017531,0.00019168
0.00176896,0.00016107
0.00685571,0.000237589
0.00347978,0.000382677
0.00316475,0.000220435
0.000240975,8.20056e-06
0.00654618,0.00214021
0.0139161,0.00455846
0.00181737,0
0.00446031,0.00168243
0.00944637,0.00609307
0.00290489,6.0835e-05
0.00150594,1.25354e-06
0.000798583,2.2172e-05
0.00474393,1.76079e-05
0.00480968,3.20343e-16
0.00371067,0.000169052
0.00303615,1.0271e-05
0.0225276,0.00358258
0.00323916,0
0.000698554,9.24701e-06
0.00772575,7.19128e-05
0.00169333,0.000135674
0.0072119,0.000293676
0.00249436,3.72208e-07
0.0108461,3.20343e-16
0.00251162,0.000143491
0.00094202,0.00017535
0.00318636,0.000116518
0.00165822,8.80365e-06
0.000591332,0.000197192
0.00618007,3.28237e-05
0.0169095,0.000123159
0.00361597,1.85697e-05
0.0104049,0.00440365
0.001881,1.1921e-06
0.00832452,4.47792e-08
0.00104267,3.20343e-16
0.00135552,0.00013412
0.0113195,0
0.00252693,1.47998e-06
0.000885804,0.000315987
0.00688609,0.00179891
0.00720774,1.79395e-05
0.00473063,0.000332333
0.00107422,4.40176e-06
0.0673652,0.0102051
0.00418552,0.000230145
0.00420179,0.00259123
0.00249385,0.000319379
0.0133123,0.000894462
0.0391656,0.00658757
0.0021981,0.000570713
0.0102566,1.46731e-05
0.0163777,0.000543935
0.013915,0.00225977
0.000772985,7.34894e-05
0.00395185,0.00071444
0.00954276,0.00443842
0.00321554,0.000404816
0.00126237,1.14611e-05
0.00184871,0.000136958
0.00175864,1.57874e-08
0.00315821,3.20343e-16
0.00871786,3.20343e-16
0.00570476,9.01122e-05
0.0129561,0.00537815
0.00171592,0.000245748
0.00916451,0.000275013
0.00497522,6.39029e-08
0.00709387,0.00180237
0.00457548,3.03687e-05
0.00881232,0.000207033
0.00894727,0.00145806
0.0272689,0.00436378
0.00125941,5.86904e-06
0.00762203,-3.35831e-16
0.00768913,0.00109933
0.012738,0.00166661
0.00188423,0.000786213
0.00219552,0
0.000272097,0
0.000647237,8.47672e-06
0.01181,0.00316674
0.0197965,0.000220545
0.00068124,0.000154014
0.0193545,0.00229934
0.00113642,2.31855e-05
0.01347,3.07669e-05
0.000540132,2.91877e-05
0.00743949,3.20343e-16
0.0300697,0.00409403
0.00162132,4.32315e-06
0.00149053,7.52634e-06
0.00299924,2.22992e-07
0.00437395,0.00222604
0.0108415,0.00116206
0.010542,0.000174752
0.00368259,0.0011324
0.00743084,2.32647e-05
0.0157969,0
0.00145813,2.27752e-05
0.00316244,6.05905e-05
0.00228507,0.00112231
0.00423873,3.46899e-05
0.00210023,8.90076e-05
0.00114946,4.96809e-06
0.032967,0.011231
0.00630707,2.80928e-08
0.00309093,0.00127669
0.000907151,6.07469e-05
0.00287595,0.000789553
0.0105018,0.000194884
0.00122851,6.83576e-05
0.0014066,3.20343e-16
0.00461452,5.0093e-05
0.000764451,0.00022757
0.00242258,0
0.0157846,1.61645e-08
0.00625533,0.00188355
0.00245879,2.38831e-05
0.00908866,0
0.0106192,0.0046871
0.00100667,0.000298668
0.0120415,0.00503065
0.00531112,0.000274807
0.00106399,0.000384574
0.0218419,0.000152675
0.0119431,0.000203161
0.00551459,0.000190385
0.00260693,3.08939e-05
0.0228386,0.0080652
0.014657,9.51803e-05
0.00625527,0.00120883
0.0110792,0.00109681
0.00724967,4.40176e-06
0.00313742,0.00191942
0.000868762,3.72394e-05
0.00198811,2.9624e-05
0.0227504,0.00479275
0.00269971,0.000193721
0.00259179,0.000144203
0.00119443,0.000407635
0.00775556,0.00108431
0.00186277,0.00045527
0.00415113,0
0.016737,0.000217919
0.0065877,3.20343e-16
0.000562561,1.67441e-05
0.0125866,0.00109213
0.0299998,0.00100787
0.00248435,4.70318e-05
0.000780789,1.80522e-07
0.00499924,0.000198689
0.0138038,0.00132574
0.00345338,0.00116245
0.00195206,2.87945e-05
0.000883863,0.000198051
0.00265093,4.74228e-06
0.00101447,6.63089e-05
0.00317713,5.36224e-07
0.00425936,0.000662967
0.0128966,0.00413274
0.00990625,0.0027103
0.00951638,0.000980949
0.00203868,0
0.0015579,4.25341e-05
0.0247762,0.00418546
0.00274808,0.0007341
0.0100688,0.000913271
0.00252584,0.000364223
0.00148755,2.67537e-05
0.00130056,1.46731e-05
0.00790454,3.20343e-16
0.00121362,5.74244e-06
0.00909077,0.000217412
0.00381891,0.00154197
0.00752147,0.000429088
0.00311933,0.000133759
0.000428597,8.19835e-05
0.040224,0.00778145
0.00196133,5.58174e-05
0.00281298,0.000102364
0.0189627,0.00415767
0.000635211,3.52988e-05
0.00130003,0.00051513
0.00248791,0.00113278
0.00287879,2.68679e-05
0.00521437,5.65428e-06
0.00982482,3.20343e-16
0.0391513,0.0101883
0.000247063,3.20343e-16
0.0150288,3.02339e-05
0.00825507,0.00310019
0.00550291,0.000548911
0.00718629,0.00122923
0.00206282,0.000143863
0.00512297,1.05438e-05
0.00600825,0.000487065
0.000965814,4.30026e-05
0.00592098,0.000251484
0.00934643,0.000438126
0.0236225,0.00670148
0.00145404,3.20343e-16
0.00153287,0.000591923
0.00361321,1.58557e-06
0.00433233,0.0010797
0.00279073,0.00103283
0.0024639,0.000335019
0.00406405,3.20343e-16
0.00822056,0.00119307
0.0163604,0.00594285
0.00564823,0.00294149
0.00292968,0
0.0051528,0.000188608
0.00230668,0.000340129
0.0197254,0.00257724
0.00275836,0.000370356
0.00103204,0.000449052
0.0101458,0.000741308
0.025292,0.00275768
0.0139947,0.00465479
0.0113054,0.000350283
0.00815678,7.1697e-06
0.00701242,3.93367e-05
0.00287155,1.5136e-05
0.00273523,0.00103024
0.00236039,0.000417192
0.00117104,6.25324e-05
0.00269432,0.00158281
0.00545981,3.44639e-05
0.00254096,2.2051e-05
0.0156004,0.00308274
0.00838986,6.32144e-07
0.0219021,0.00541141
0.00476753,0.00167714
0.00937075,3.20343e-16
0.00852451,0.000133236
0.00240186,1.35305e-05
0.00614716,0.000148269
0.00324202,0.000743975
0.0113228,0.000713974
0.00146635,0.000460496
0.00568751,3.20343e-16
0.00241692,0.000565952
0.0010754,3.20343e-16
0.00532307,0.000461322
0.00728273,0.00328063
0.00668028,0.00266167
0.00882918,9.63698e-06
0.0155376,3.93802e-05
0.00658696,8.80365e-06
0.00502715,0.00301734
0.0022104,2.93449e-06
0.00104042,0.000334244
0.00565408,0.00230451
0.00354151,3.03356e-05
