I_trMrho_e,I_sign_e
0.00248744,0.00140864
0.00116366,2.1585e-08
0.00228095,0.000505273
0.00820099,3.47613e-06
0.0109766,0.000410756
0.00603438,0.00240954
0.0104194,0.00375722
0.00150883,0.000419916
0.0130918,0.00086155
0.0249805,0.00132556
0.00958889,0.00564856
0.00141347,4.01869e-07
0.00263884,0.000112871
0.00587369,9.46387e-07
0.00106156,0.000218733
0.00302505,0.000675011
0.00257335,6.54922e-05
0.0425388,0.0085195
0.0101481,0.000699574
0.0390826,0.00839734
0.00660522,0.00377203
0.0193458,0.00414542
0.0269116,0.00985861
0.027907,0.00101128
0.00594657,8.04956e-07
0.00427753,0.000223197
0.00198935,0
0.00103459,0.000314946
0.00113564,1.15076e-05
0.0284061,2.49451e-05
0.00615804,0.000549827
0.00295402,6.37006e-05
0.00351404,0
0.0010721,0
0.00358696,1.82611e-06
0.00239785,1.35425e-05
0.00810123,0.000821143
0.0042667,0.00246947
0.000948128,0.000104057
0.000913542,0.000418102
0.011548,0.00168518
0.0310393,0.000392883
0.0113243,0.000267105
0.0219696,0.00149657
0.00347838,0
0.00159839,0.000458683
0.00155342,2.49451e-05
0.00549099,0.00358531
0.0241523,0.00053583
0.00133939,1.08977e-06
0.00654,0.00293891
0.00133657,0.000590861
0.00127952,0.000526585
0.00672457,0.000950572
0.00655098,0.000541985
0.00323037,0.000167213
0.00297535,1.33056e-05
0.0107254,1.76079e-05
0.00289654,0.000904178
0.0128767,1.61012e-06
0.000568124,5.34548e-06
0.00104654,8.82953e-06
0.00319159,0
0.0216045,0.000611952
0.00164873,0.00026818
0.00569476,1.13823e-05
0.00473656,5.23214e-07
0.00505113,3.52179e-05
0.00160932,0.000134883
0.00731759,0.000391111
0.00970236,0.000111162
0.00129593,2.8367e-05
0.00711569,0.000187775
0.000888298,2.06879e-06
0.0158908,0.00106494
0.00194404,0.00115673
0.000990537,3.79081e-05
0.00115073,0.000417609
0.00375382,0.000310642
0.00073181,4.39648e-06
0.0039053,0.00225478
0.00220595,9.30993e-08
0.0069176,0.00231607
0.00267087,0.00149662
0.00352146,0.0016365
0.001093,3.20343e-16
0.00407569,0.000109276
0.0061349,4.40176e-06
0.000813372,9.35541e-05
0.0046013,2.22191e-05
0.00517189,0.00104684
0.00796508,0.00445241
0.00109884,0.000170851
0.000822785,0.000272289
0.00625764,0.00251035
0.00498726,0.0003068
0.00461907,0.00176708
0.00088041,0.000143288
0.00643854,0.00418221
0.00596803,1.46731e-05
0.00382063,2.93449e-06
0.00205339,3.20343e-16
0.00308379,6.33204e-05
0.00378575,0.000246606
0.00482603,0.000711791
0.00405809,0.000349731
0.0136051,0.00184535
0.00219369,1.38859e-05
0.000886341,0.00021721
0.00622175,0.000194769
0.0017533,0.000384747
0.00293575,0.000166755
0.00688188,0
0.00304067,3.73428e-05
0.00387043,0.000813579
0.00625445,8.93105e-05
0.0108497,9.01755e-05
0.0320838,6.4573e-05
0.00155735,2.07001e-05
0.00473209,0.000791022
0.0072918,0.00368069
0.00190674,0.000296828
0.00271337,-3.35831e-16
0.0543579,0.0122803
0.00528957,0.000638629
0.00187486,1.61405e-05
0.0266797,0.00810373
0.00200436,0.00109923
0.00652309,0.00138694
0.0011424,0.000421681
0.00850787,0.00459021
0.0380395,0.00242413
0.00114639,0.000295348
0.00112609,0.000547561
0.00192823,0.00016596
0.00425939,5.70979e-06
0.0278808,0.00449661
0.0144963,1.61405e-05
0.0214099,2.89035e-06
0.00875467,8.35175e-05
0.00340298,0
0.0119936,9.8339e-05
0.00344517,0.00192597
0.00113539,0.00022857
0.00729526,0.00124553
0.00379535,0.00061517
0.00454498,0.00010821
0.0187643,0.0026361
0.0195589,0.00432028
0.010562,6.16412e-06
0.0293303,0.000779906
0.00485549,0
0.023952,0.00556604
0.00987254,4.40176e-06
0.0239986,0.00862818
0.0136054,5.65428e-06
0.0170336,7.63168e-05
0.000612642,3.97992e-05
0.00119939,5.69304e-05
0.00439535,0.000137134
0.0135574,0.00859595
0.00392189,1.6467e-05
0.00784774,0.00462683
0.00928637,0.00100889
0.00402744,7.61649e-05
0.00228157,0.00019754
0.00534338,5.04782e-06
0.000396813,3.34767e-05
0.00734845,2.68347e-05
0.0253612,0.00892566
0.000853052,0.00013539
0.00260305,0
0.00334466,0.00157698
0.0116387,0.000243773
0.0195506,2.34776e-05
0.00149807,6.53963e-05
0.00391623,0.000666545
0.0091598,0.00308822
0.00174839,0.000568181
0.00111802,2.38124e-07
0.00887098,1.46724e-06
0.00202732,0.000634917
0.000973513,3.96208e-05
0.0064686,9.12295e-05
0.000493297,3.02596e-05
0.00362777,0.000200336
0.00090864,0
0.0040639,0.00246201
0.000731164,2.35916e-05
0.00867852,0.00156633
0.00812728,6.13194e-05
0.00332125,0.000165542
0.00300479,0.000231987
0.0242123,0.00311414
0.0016321,0.00067442
0.000755355,4.09089e-05
0.0148868,0.0023166
0.00620376,8.80365e-06
0.00977173,0.00181905
0.00476176,0.00210343
0.002408,0.00026469
0.00395518,5.87015e-05
0.00619319,0.00135854
0.000610139,0.000146515
0.00760572,0.000872643
0.00953017,4.88892e-07
0.0145813,0.00182897
0.00180088,0.000198677
0.00149385,5.86904e-06
0.00992114,0.00185896
0.00206638,2.1783e-06
0.0027501,0.00026995
0.0148079,0.00281543
0.00214179,5.38988e-05
0.004599,0.00194353
0.014261,0.00260459
0.0014125,0.000600808
0.00439269,0.000445425
0.000948109,6.65121e-05
0.0137452,1.46724e-06
0.00366054,4.88892e-07
0.00759808,4.76165e-05
0.00675362,0
0.00395337,0.000123271
0.0274937,0.00742064
0.00898936,0.00349598
0.00236408,5.25289e-06
0.00595866,0.00157482
0.00926105,0.00354303
0.00416826,3.20343e-16
0.00566551,0.000648686
0.00261229,3.81532e-05
0.00976151,0.000196747
0.00502275,5.32646e-05
0.00234433,4.40176e-06
0.0109192,0.00344771
0.00806147,0.000887938
0.0119078,0.00019837
0.000791435,5.77828e-06
0.0114837,1.80765e-05
0.00145969,0.000598317
0.00406135,8.22574e-06
0.00176979,3.60679e-05
0.00793795,0.000339264
0.00120024,6.50026e-05
0.0239361,0.00186287
0.00343777,8.80365e-06
0.00939533,0.000426365
0.00253059,0.000104364
0.00226966,6.4118e-06
0.00549793,0.00105599
0.0167874,0.00201523
0.0124228,0.000972557
0.00270987,5.5129e-05
0.00187614,0.00062842
0.00354458,4.47426e-05
0.00631754,0.000809736
0.00195085,7.18737e-05
0.00951357,0
0.00094323,6.45677e-05
0.00680678,0.000594216
0.0237942,0.00135644
0.00166086,0.000118267
0.00215788,0
0.00321204,7.5527e-06
0.011631,1.51712e-05
0.00284997,0.00023523
0.00561217,0.000764778
0.00354344,0.00041325
0.0085917,3.07418e-05
0.00184034,0.00118484
0.000350641,5.81083e-05
0.00426886,8.80365e-06
0.0119116,3.20343e-16
0.00683491,0
0.00596607,0.000186486
0.00390161,3.10264e-08
0.000903856,3.80869e-05
0.00591946,0.00128426
0.00492975,0.00190919
0.00351949,0.00165222
0.00278521,2.93449e-06
0.00166255,8.75105e-05
0.0240001,1.20406e-06
0.0146497,7.24502e-05
0.0102665,1.46731e-05
0.0371697,0.000985547
0.00774658,0.00237106
0.0318947,0.000402911
0.00866229,2.237e-05
0.00230073,9.37664e-05
0.00676527,0.000443309
0.000452275,5.2662e-07
0.021339,0.00373977
0.0105741,0.00198488
0.00544367,1.46724e-06
0.000428766,9.17976e-05
0.00454767,0.00195037
0.00683538,0.000677387
0.00643612,6.64194e-05
0.00348483,-3.35831e-16
0.00612484,0.000555993
0.0136093,0.0011151
0.0060917,0.000179679
0.02554,1.17383e-05
0.00215408,0.000127213
0.00300488,5.86904e-06
0.00466539,1.13092e-05
0.0139884,0.00153089
0.00131491,0.000145295
0.00116162,2.05427e-05
0.0187611,0.00156715
0.0113044,0.000312151
0.00620432,1.06655e-05
0.00171842,0.000159635
0.000563382,8.8599e-05
0.000613853,0.000129491
0.00851362,0.00309689
0.0112688,0.00572748
0.0090977,0.000140925
0.00292959,7.94873e-05
0.00691852,0.000223086
0.00541253,0.000156348
0.00714187,-3.35831e-16
0.024151,0.00597748
0.0262865,0.0158344
0.00280973,0.000707018
0.00315735,0.00123551
0.00843847,0.000416172
0.00168302,0.000830999
0.000756916,1.25776e-05
0.00248017,2.93449e-06
0.000352796,7.01318e-05
0.00479541,0.00143874
0.00479525,0.00214817
0.000569625,1.01275e-05
0.00296142,3.19217e-05
0.00883165,0.00400828
0.00229052,0
0.00160818,1.83667e-05
0.00521746,0.000332522
0.0175144,0.000307425
0.0131645,0.00149231
0.000870187,1.25339e-07
0.00621496,0
0.00275837,0
0.00289342,0.00106098
0.00963056,0.000302792
0.00596531,0.00032303
0.0133188,0.00328749
0.0122949,0.000151207
0.025546,0.00329396
0.00332578,0.000622888
0.02856,0.00198841
0.01434,0.00086036
0.00133349,2.10323e-05
0.00343813,0.000567999
0.0124255,2.93449e-06
0.0187304,0.0046169
0.00656251,0.0016279
0.00830102,6.18805e-05
0.00293773,2.68559e-05
0.0379222,0.011011
0.00407047,0
0.00128161,3.61209e-05
0.0150959,0.0116314
0.00893236,0
0.0156625,0.00245829
0.00372738,0.000754325
0.00211099,0.0011454
0.000953608,0.000181651
0.00775468,2.04248e-05
0.00333885,0.000706581
0.00286324,2.37848e-05
0.00695038,0.00286844
0.00480481,0.00161513
0.0170746,0.00230501
0.00850594,0.00234529
0.00200894,3.20343e-16
0.00445096,0.000216992
0.0177656,0.00270215
0.0131897,0.0018378
0.0215936,0.000323616
0.00929515,7.48816e-05
0.000837773,2.8328e-06
0.00128261,5.76399e-05
0.00162021,1.63887e-05
0.00931433,3.20343e-16
0.0027722,7.33634e-06
0.00108616,0.000332576
0.00783484,0.00332667
0.00459098,5.5512e-05
0.0152358,0.000136902
0.00155359,3.2627e-06
0.00435302,0.00017278
0.000748894,0.000261921
0.00519799,0.00096135
0.00414844,3.47613e-06
0.00315588,0.000271498
0.000755928,6.23052e-05
0.00765764,0.000155825
0.000448884,2.26432e-05
0.00229363,1.28322e-06
0.0301621,0.00618116
0.035967,0.000179117
0.0139684,0
0.00502774,2.83901e-05
0.0128421,0.0077564
0.00651215,0.000736037
0.00540787,0.0011613
0.00524574,0.000856821
0.0204204,9.23012e-05
0.0179541,0.000146639
0.00599048,0.00214946
0.001584,0.000355117
0.00329281,4.14035e-05
0.0357007,0.0145868
0.00634593,0
0.00568943,6.72469e-05
0.00379745,5.04548e-07
0.000577918,7.02981e-05
0.00790777,9.12789e-05
0.00167328,0.000640452
0.00208075,0.000549028
0.0191802,0.00113027
0.00882215,5.87015e-05
0.00225409,0.00101321
0.00391576,0.0013953
0.00235393,0.00100364
0.00110695,0.000167794
0.000963785,0.000264382
0.0142901,0.00387308
0.00261348,3.20343e-16
0.0102385,0.00129483
0.000525915,3.11701e-05
0.00425838,9.67926e-05
0.00718257,8.65934e-05
0.00265707,0.000493376
0.00257383,0.000822011
0.00570019,2.93477e-05
0.00728944,0.00386688
0.0231543,0.00027645
0.000929537,0.000337346
0.00600979,2.49451e-05
0.00290216,8.37644e-05
0.0082999,0.00201486
0.0025226,5.43817e-05
0.0148787,0.00102044
0.00173525,7.67972e-05
0.00221782,0.000153193
0.00119767,1.12174e-07
0.00762198,0.0021409
0.00282657,0.000160518
0.00213358,5.89796e-05
0.00438848,0.00122245
0.000733731,0.000309217
0.00275583,1.77106e-05
0.00173157,0.000398476
0.00302856,0.000859797
0.00381566,0.00055924
0.00824993,0.00169789
0.00364044,0.000183512
0.0021822,0.000154268
0.00528638,8.24599e-05
0.0212171,3.20343e-16
0.000351286,0
0.0233401,0.00115547
0.00338505,1.08977e-06
0.00684903,0.000195944
0.00225147,0.00137298
0.0354584,0.00379843
0.0167607,0.0028967
0.015919,3.79363e-06
0.00262441,5.87828e-05
0.00477041,0.00183926
0.00550946,0.000633023
0.0121162,0.00300279
0.00907883,5.86904e-06
0.00222715,0.000411553
0.00173456,0.000648663
0.0031959,0.000343883
0.0104299,0.00212208
0.00362319,9.0894e-06
0.000659923,0.000241167
0.00806039,0.000409524
0.0218725,0.00572371
0.00566052,0.000764765
0.00890358,0.000344946
0.00235388,7.92963e-07
0.025019,0.00173772
0.00058695,0.000289074
0.00340502,0.0001836
0.00192177,0.000715218
0.00453357,4.9987e-05
0.00506427,4.40176e-06
0.00226261,3.20343e-16
0.00550556,0.00216653
0.000512005,1.40917e-05
0.0151419,0.00891807
0.031544,0.00707833
0.00320102,1.17517e-05
0.00460507,0.000263471
0.00142169,4.88584e-05
0.0015773,6.19896e-05
0.00494928,0.000540224
0.00114835,1.50688e-05
0.00135499,2.34213e-05
0.00117724,2.34553e-05
0.00572059,0.0036972
0.0192548,0.00203621
0.000637583,1.27836e-05
0.00445643,0.00147819
0.00393847,0.000168427
0.00581905,3.13283e-05
0.00725967,8.99094e-05
0.0181957,0.00532886
0.00540775,6.5172e-06
0.00301615,3.70939e-05
0.00135689,0.000467924
0.000257355,8.82559e-05
0.0146299,0.000119845
0.00395234,5.33099e-06
0.00406455,0.000795988
0.00282922,2.64541e-05
0.00107551,6.1479e-05
0.00377374,0.00185865
0.00223744,0.00123167
0.00382077,0.000586657
0.00387897,0.00104232
0.00404055,0.0014138
0.0130998,0.000734047
0.0184044,0.000179039
0.00134478,8.90429e-09
0.00136848,0.000139505
0.00839932,0.00141324
0.0175984,4.25561e-05
0.00217912,0.000270765
0.0137954,-3.35831e-16
0.00238948,0.000122842
0.0388518,0.00771488
0.00254106,0.000953152
0.00671608,1.79633e-08
0.00221164,0.000579227
0.00510699,0.00015211
0.00475592,0.00035945
0.0110766,0.00022939
0.00323599,0.000532018
0.00513516,0.00281858
0.0220746,0.000996813
0.00400622,2.93449e-06
0.00499741,0.000278386
0.0168723,0.000778422
0.00568583,0.00133355
0.00467908,5.27199e-05
0.0086339,-3.35831e-16
0.000417885,2.60555e-05
0.0020661,1.99572e-05
0.012355,0
0.00167295,0.000752756
0.00432245,0
0.000608827,8.35694e-05
0.00135356,0.000369645
0.00178249,5.00062e-05
0.0463493,0.00142015
0.00237581,0.000236561
0.0143036,3.20343e-16
0.0130315,0.000180586
0.0010161,4.69061e-05
0.0152259,0.00102769
0.00175226,1.46724e-06
0.0154868,0
0.00711549,0.00346992
0.0108779,8.2189e-05
0.000165439,0
0.0133499,0.000534333
0.0327738,0.0131583
0.00400804,0.000819407
0.0136546,0.00171222
0.00536757,0.00184879
0.00172851,2.8733e-05
0.023695,0.00409691
0.0115199,0.00365889
0.00375071,7.71463e-05
0.00238509,0.000503681
0.00718438,7.93738e-06
0.00822118,0.0028604
0.00490306,3.0226e-05
0.00629146,0.000698682
0.00096741,0.000214603
0.00154845,4.25193e-07
0.0430732,0.00777763
0.0152864,0.000924334
0.00258052,1.16563e-05
0.00110162,1.61012e-06
0.00185108,6.04882e-05
0.0373277,0.0111964
0.00277361,0.00201546
0.0187209,0.000140925
0.00538868,5.05176e-05
0.00153006,0.000927225
0.00186573,0.000682745
0.00612232,0.00114658
0.00744218,0.00107802
0.000826339,0.000179236
0.000741223,0.000325218
0.000633559,0.00020752
0.00292627,1.46724e-06
0.00425565,0.000105227
0.00714278,0.00022255
0.00415203,3.20343e-16
0.00890917,0.000444387
0.0190736,3.22828e-05
0.00192823,2.60889e-05
0.00848945,0.000183085
0.0056614,0.000190662
0.00223511,1.61405e-05
0.00180416,0.000220053
0.00145677,0
0.00558839,0.00031967
0.0176167,0.000426147
0.00740945,0.000258382
0.00426508,0.00155335
0.0124297,0.00132762
0.00399524,5.11459e-08
0.00795446,4.82457e-05
0.00837464,8.80365e-06
0.011824,0
0.0242165,0.00139502
0.0139215,0.000182017
0.00105303,5.96391e-05
0.00335733,0.000249617
0.000368041,0
0.00221057,1.46724e-06
0.044179,0.0102528
0.0219528,3.70811e-05
0.0027996,0.000210055
0.0139705,0
0.0031313,3.20343e-16
0.0180646,0
0.00544399,0.000897085
0.00149718,4.45858e-05
0.00777018,3.20343e-16
0.00112794,4.64305e-05
0.013886,2.93449e-06
0.00510174,0
0.00710338,0.000469953
0.0036285,1.17609e-05
0.000580307,0.000331111
0.0190376,0.00763966
0.00300564,7.54291e-06
0.0179738,0.00166595
0.0150642,0.00103086
0.00453566,0.000623904
0.00247833,0.000589433
0.00168593,5.50495e-06
0.00884826,8.65934e-05
0.000619988,2.40647e-05
0.00615902,0.00188711
0.00211996,8.43155e-05
0.00152988,2.64126e-05
0.0125497,0.00189707
0.0022783,0.000113205
0.00686097,0.00146579
0.00816383,6.5202e-08
0.00218269,2.56302e-05
0.0117941,0.00188629
0.00121979,0.000576242
0.0020766,0.000734668
0.00279437,8.37302e-05
0.0344066,0.00909349
0.00893509,1.97469e-05
0.00339307,3.96398e-05
0.00521614,0
0.00297115,0.00105683
0.000986569,7.33634e-06
0.00579895,0.00123202
0.009155,5.85664e-05
0.00290966,0.000263342
0.00119528,0.000323522
0.00148652,1.45242e-05
0.0018941,6.18805e-05
0.00650767,0.000259233
0.004461,0.00211203
0.00541662,8.90822e-07
0.00129496,1.92663e-05
0.00363785,4.31461e-06
0.0103207,0.00113649
0.00528238,3.60895e-05
0.00121003,4.87825e-07
0.0103771,0
0.0370714,0.00769908
0.000991197,9.76714e-06
0.000966428,6.2704e-06
0.0178444,0.00788314
0.00553201,1.11764e-08
0.0113884,2.56905e-05
0.00415727,3.09854e-05
0.0181143,0.0082034
0.0217377,0.00166777
0.0212368,0.00261146
0.00233271,0.000758137
0.00696162,0.00180026
0.0172526,0.000536724
0.00483288,1.06545e-05
0.00247092,3.20343e-16
0.00420429,0
0.00420531,8.0926e-05
0.00316631,7.59744e-05
0.00183435,1.90334e-05
0.00819849,0.0033553
0.00148689,0.000293102
0.00171268,0.000204699
0.00438137,0.00145663
0.00707028,0.000842298
0.00195758,2.70603e-05
0.00625183,6.89768e-05
0.00359317,0.000557031
0.00128202,0.000116376
0.000876901,0.000155913
0.00628342,0.0028419
0.00242975,2.15773e-05
0.00153721,2.93449e-06
0.00436738,0.00134908
0.00439463,3.42459e-05
0.0196951,0.00299488
0.0072836,0.00428135
0.00586869,0.000113104
0.00958088,2.93449e-06
0.00228426,0.000274505
0.00924297,0.00089211
0.00230904,0.000355398
0.00148705,6.0375e-05
0.00787669,3.20343e-16
0.00160972,3.20343e-16
0.00696107,0.000199641
0.0172817,0.00277271
0.0487027,0.0029519
0.030872,0.0102299
0.00561556,0.00176185
0.0168601,0.00418862
0.0176712,0.00333528
0.00200794,9.08369e-08
0.00714777,6.3887e-05
0.0161434,1.29566e-05
0.0193247,0.00559831
0.00398416,1.46724e-06
0.00278918,4.30208e-06
0.0024938,3.89356e-06
0.00416688,0.000924547
0.0056075,0.000682593
0.00646091,7.73101e-06
0.00184134,0.00102396
0.00113834,0.000188131
0.00361582,1.4992e-05
0.0113636,2.71073e-05
0.00168535,0.00048982
0.0204588,0.00192562
0.00125027,2.6275e-05
0.00606067,0.000636594
0.0288029,0.0101526
0.00287605,3.71554e-05
0.000771674,3.84079e-05
0.0190936,0.00245825
0.00138334,4.25783e-05
0.0278846,0.000218527
0.00589368,0.000743812
0.0158009,0.000266941
0.0103088,0.00211921
0.00140518,0
0.0141173,0.00103724
0.0154752,1.61405e-05
0.0137269,0.000158452
0.000570566,0
0.00958419,2.01122e-06
0.00856981,0.000497179
0.00149757,0.000179126
0.000568433,4.41455e-06
0.00834028,6.73742e-05
0.0178502,0.0015463
0.000843612,2.98642e-07
0.00285616,6.95271e-06
0.00745532,0.00113651
0.00913085,0.00146256
0.0424668,0.0130825
0.00503703,0.00337878
0.00488148,4.63363e-05
0.00104434,1.13872e-06
0.00436214,0.00027026
0.00421006,-3.35831e-16
0.00190906,1.53645e-05
0.000566384,6.28549e-05
0.00226808,6.899e-06
0.00372766,0.00224987
0.000509407,3.9156e-05
0.0202449,0.00386988
0.00867889,4.40176e-06
0.00317966,0
0.00227805,0.000552263
0.00221791,0
0.00185543,0.000793687
0.00730043,4.13248e-06
0.00121437,0.000304544
0.0159919,0.00138458
0.00330832,8.80365e-06
0.0137243,0.000633158
0.00778922,0.00140955
0.00600712,0.000976987
0.00123908,0.000333212
0.000561681,1.55384e-06
0.0113266,4.49033e-06
0.00756759,1.30857e-05
0.0124327,1.49597e-05
0.00249699,8.15495e-06
0.000747569,1.9787e-05
0.00294868,6.09708e-16
0.029495,0.00041762
0.000656665,1.58966e-05
0.00702977,0.000153139
0.00518999,0.000358121
0.00288704,5.86904e-06
0.00398405,6.46499e-05
0.00393442,0.00128922
0.00285272,2.93449e-06
0.00137025,0.00059393
0.0169497,0.00277668
0.0056036,6.16706e-06
0.00273043,0.000168812
0.0141954,4.54915e-05
0.0301504,0.00324068
0.0032301,0.000222641
0.000445178,1.94565e-07
0.00990389,0.000777963
0.0148773,0.00025287
0.0261335,0.000189606
0.00840034,0.00109824
0.000716922,2.57655e-05
0.00278485,0.000808848
0.00370164,0.000280522
0.00140009,2.75748e-05
0.0032127,1.25895e-06
0.00131739,8.33341e-05
0.0266204,0.000828909
0.000974018,3.26634e-06
0.00164567,1.98815e-05
0.00787364,3.20343e-16
0.00125405,3.94049e-05
0.0012061,0.000102121
0.00773413,0.00413247
0.0120053,4.58625e-05
0.0013548,7.07863e-07
0.00971188,0.0018392
0.00345058,4.40676e-06
0.00424335,2.17252e-05
0.00655771,2.49451e-05
0.0175555,0.00457696
0.0238794,0.000689528
0.00465129,9.10817e-07
0.0015859,1.07113e-05
0.00552515,5.86904e-06
0.00405666,0.00130148
0.000339503,2.07762e-05
0.00510084,-3.35831e-16
0.0266885,0.00691736
0.0135143,0
0.00910492,0.000381495
0.0108288,0.000175717
0.00666823,3.20343e-16
0.00293718,0.00013559
0.00240951,0.000939814
0.00102195,0.000155537
0.00247332,0.000363157
0.000909572,6.24039e-06
0.0325265,0.00563299
0.00195931,4.61622e-05
0.00774182,0.000752199
0.000306686,5.04077e-05
0.00127601,0.000165338
0.00762553,0.00152254
0.00250144,7.84762e-07
0.00119105,0.000170929
0.00159297,0.000496872
0.00375785,6.26779e-07
0.0112616,5.22795e-06
0.00405696,1.06875e-05
0.00152006,0.000585274
0.000992156,6.56849e-06
0.00848078,0.00128391
0.0151724,0.00118961
0.00192801,3.48753e-07
0.00187301,1.42835e-07
0.00859289,1.46724e-06
0.00490015,6.97477e-06
0.0106071,2.44839e-06
0.00376815,0.000459232
0.00477613,0.000213915
0.033846,0.00567383
0.00167132,2.25305e-05
0.0089318,0.000104982
0.0229845,0.00320499
0.0136599,6.35669e-06
0.00426934,1.46724e-06
0.0490173,0.00216624
0.00561946,0.000253999
0.00446083,7.36281e-06
0.00141992,0.000328562
0.0399081,0.00694702
0.00424422,4.43078e-05
0.000833211,0.000234361
0.00427699,0.000293086
0.00892825,0.00282542
0.00175555,0.00102385
0.000974279,2.11342e-05
0.0164264,0.00198639
0.00393106,1.55175e-07
0.0423703,0.0010299
0.00230259,5.86904e-06
0.0370859,5.29551e-06
0.000326445,2.73788e-05
0.000867766,0.000481398
0.0124532,0.00331346
0.0233757,0.00678164
0.000458013,2.19939e-05
0.000518822,2.0451e-05
0.00129875,5.22239e-07
0.0074031,0.000143929
0.0126577,0.00160742
0.00760158,2.99912e-05
0.00176435,7.64198e-05
0.0693686,0.000672918
0.000373315,1.95629e-05
0.0022781,4.28338e-07
0.00486582,5.29087e-05
0.00385948,9.33543e-05
0.00877943,0.000980022
0.0117455,1.61405e-05
0.00178862,4.32905e-08
0.00932822,5.40161e-05
0.0186571,0.00234976
0.0164845,0.00203912
0.0088201,0.000347001
0.00678218,3.69862e-06
0.00128122,7.6596e-05
0.00678864,3.20343e-16
0.00185011,4.8078e-06
0.000988801,0.00020248
0.000770895,0.000167493
0.00613001,0.000710895
0.00597649,1.46724e-06
0.00823889,0
0.00304166,0.000360951
0.00296045,0.000108297
0.000784667,0.000126373
0.00159693,6.02222e-07
0.0195518,0.00139614
0.00979239,0.00253792
0.00714807,2.50891e-06
0.00178461,1.16791e-05
0.000761494,6.29309e-07
0.00852418,0.00436767
0.00192023,9.34538e-06
0.000346343,1.41318e-05
0.0196282,4.25561e-05
0.0102118,0.00337342
0.00270384,1.63527e-05
0.0108139,0.00173621
0.00635469,0.00127324
0.00172523,0.000308421
0.00773978,0.00129065
0.000768521,2.38401e-05
0.00260968,5.2801e-05
0.0125051,0.00115114
0.00180858,1.37361e-05
0.00378528,5.8957e-05
0.0108102,0.000290796
0.000438017,2.72109e-05
0.00192399,0.000151524
0.00257944,0.000256575
0.0109034,2.93449e-06
0.000687341,3.15442e-06
0.00641701,6.60409e-05
0.00238017,0.000958221
0.0136023,0.000296962
0.00554638,0.000463713
0.0035277,0.00021323
0.00104937,0.000398227
0.00612211,0.000163204
0.00506058,0.000923392
0.000808935,0.000336996
0.0138224,0.00649746
0.00717153,0.000780255
0.00350013,0.000700288
0.000643928,7.75409e-07
0.00233898,0.000342542
0.0334454,0.00834838
0.00173652,0.000320538
0.00321636,0.00074185
0.0114682,1.25859e-05
0.032538,0.00162531
0.00327069,1.46724e-06
0.00409646,0.00177503
0.0293391,0.000696325
0.00209825,9.0078e-08
0.00441627,0.00139242
0.00237621,0.000107302
0.00293938,2.26208e-05
0.00422589,4.11071e-05
0.00304668,0.00149911
0.0010694,2.21527e-05
0.00240335,0.000217184
0.00376277,0.000105277
0.0100962,0.00227253
0.0155464,0.00041406
0.00591835,3.05477e-07
0.00681548,0.00057301
0.0143225,0.00782906
0.00515861,0.00147886
0.00352216,0.0003765
0.00617514,5.13625e-05
0.0267617,0.00137232
0.0184484,0.00763252
0.00214025,0.000252603
0.00744965,0.000667265
0.00842808,0.00211055
0.0367159,0.0066477
0.00207675,-3.35831e-16
0.0151676,0
0.00298544,0.00113264
0.013393,0.000584118
0.00246495,1.27012e-05
0.000603804,2.58476e-06
0.00348047,3.20343e-16
0.00352728,0.000389292
0.00155261,2.20102e-05
0.0093689,3.20343e-16
0.00321396,0.000840709
0.00628064,0.002824
0.00538474,0.00105937
0.00457508,0.000110086
0.00114225,0.000207215
0.00120997,6.34936e-06
0.0178244,3.20343e-16
0.00416784,0.00267354
0.00431729,0.000178589
0.00104475,2.93449e-06
0.000714513,1.60024e-05
0.00900687,0.00132247
0.0088734,9.62606e-05
0.00247938,0.000133001
0.00813729,6.31051e-05
0.00543081,0
0.00113595,3.15441e-05
0.0045281,0.00217726
0.00214264,0.00113132
0.00306261,0.000240984
0.0186816,0.00494753
0.0039219,1.81257e-05
0.0077924,2.50798e-05
0.00202577,6.11894e-06
0.0224414,9.63228e-05
0.021736,0.0038834
0.0077562,2.99798e-05
0.00243216,3.02415e-08
0.0119719,2.64126e-05
0.00222013,0.000450448
0.00190951,9.79181e-05
0.00288199,0.000466346
0.00789396,3.37161e-05
0.000989306,0.000533491
0.0247494,0.00132333
0.002056,0.000160173
0.00175328,0.000481176
0.00252438,0.000989594
0.00298632,8.06745e-05
0.00314034,0.000462177
0.0234622,0.00166114
0.0123415,4.53162e-05
0.00429045,2.64126e-05
0.0103559,0.000125035
0.00604772,2.93449e-06
0.00112759,1.76079e-05
0.0140984,0.000202297
0.0348506,0.011912
0.0269561,0.0035991
0.0104984,0.00286646
0.00371834,0.00201613
0.00463839,0.000520407
0.000739077,0.000362162
0.00182849,0.000138622
0.00203281,9.34924e-05
0.00186967,3.84442e-05
0.0317709,0.000149613
0.00176545,0.000988055
0.00369933,0.000298177
0.00245576,2.20102e-05
0.000917959,8.4817e-05
0.00581805,6.82464e-05
0.000994709,0.000134029
0.00936695,0.00455883
0.0131491,0.000210812
0.022935,0
0.00469341,7.782e-07
0.00344817,0
0.00135868,1.31848e-05
0.00533555,8.33611e-05
0.0116375,3.20343e-16
0.00119749,0.000225687
0.00407263,0.000515437
0.0296728,0.00260043
0.00663854,5.79166e-05
